global_step,mean_reward,mean_entropy,episode_count,total_steps,policy_loss,value_loss,entropy_loss,approx_kl,clip_fraction,rollout,lr
129024,711.3436212040696,5.940806865692139,5,4096,0.050618670880794525,49.44739532470703,-5.940806865692139,0.024416159838438034,0.296875,62,7.459016393442624e-05
131072,646.2724721737343,5.940595626831055,5,4096,0.13399405777454376,87.96336364746094,-5.940595626831055,0.07785402238368988,0.375,63,7.418032786885247e-05
133120,599.0728457837014,5.940373420715332,6,4096,0.0951487123966217,113.53900146484375,-5.940373420715332,0.04183529317378998,0.359375,64,7.377049180327869e-05
135168,635.227064790304,5.94016170501709,6,4096,0.011111736297607422,103.53934478759766,-5.940061092376709,0.025147518143057823,0.2265625,65,7.336065573770491e-05
137216,630.4955397041488,5.939750671386719,6,4096,0.11793705075979233,146.34310913085938,-5.939750671386719,0.05302709341049194,0.484375,66,7.295081967213115e-05
139264,567.3157681389443,5.939537048339844,6,4096,0.0739082396030426,82.82081604003906,-5.939537048339844,0.03774239867925644,0.4375,67,7.254098360655738e-05
141312,656.4396899070356,5.939306735992432,6,4096,0.039330437779426575,107.50946044921875,-5.939306735992432,0.044044043868780136,0.296875,68,7.213114754098361e-05
143360,561.5367957260785,5.939092636108398,6,4096,0.07081861793994904,102.42073059082031,-5.939092636108398,0.04956940561532974,0.4375,69,7.172131147540984e-05
145408,620.1200936051122,5.938878059387207,6,4096,0.02979317680001259,84.89561462402344,-5.938878059387207,0.024749644100666046,0.28125,70,7.131147540983607e-05
147456,654.4439584414367,5.938663005828857,6,4096,0.05655217915773392,119.59785461425781,-5.938663005828857,0.05233004689216614,0.234375,71,7.090163934426231e-05
149504,627.1440318751155,5.938450813293457,6,4096,0.046004682779312134,105.2081069946289,-5.938450813293457,0.03788195550441742,0.359375,72,7.049180327868853e-05
151552,583.1304939632273,5.9382500648498535,6,4096,0.08103637397289276,45.492279052734375,-5.9382500648498535,0.03647495061159134,0.359375,73,7.008196721311476e-05
153600,672.4405822426985,5.938041687011719,6,4096,0.07075990736484528,77.55955505371094,-5.938041687011719,0.08468671888113022,0.515625,74,6.967213114754098e-05
155648,740.0461710177411,5.937843322753906,5,4096,0.09924377501010895,79.25975799560547,-5.937843322753906,0.04334694892168045,0.390625,75,6.926229508196722e-05
157696,666.7350443378658,5.937641620635986,6,4096,0.08829288184642792,101.50104522705078,-5.937641620635986,0.06935088336467743,0.328125,76,6.885245901639344e-05
159744,647.0026561175716,5.937429904937744,6,4096,0.10188882797956467,103.03468322753906,-5.937429904937744,0.03833136707544327,0.359375,77,6.844262295081967e-05
161792,660.1456877893285,5.937191486358643,6,4096,0.041234999895095825,64.56736755371094,-5.937191486358643,0.042194150388240814,0.390625,78,6.80327868852459e-05
163840,592.785488184243,5.936962127685547,5,4096,0.08405667543411255,93.0353012084961,-5.936962127685547,0.05226043239235878,0.359375,79,6.762295081967214e-05
165888,712.8564759797131,5.936734199523926,6,4096,0.10243043303489685,86.0481185913086,-5.936734199523926,0.0695972740650177,0.421875,80,6.721311475409838e-05
167936,518.836791385599,5.936517715454102,6,4096,0.024216044694185257,83.8036117553711,-5.936517715454102,0.033166587352752686,0.34375,81,6.68032786885246e-05
169984,650.3213532354953,5.936304092407227,6,4096,0.028440602123737335,121.44271850585938,-5.936304092407227,0.02841075323522091,0.28125,82,6.639344262295082e-05
172032,695.6196575037911,5.936099052429199,6,4096,0.04795323684811592,84.8690185546875,-5.936099052429199,0.05112220719456673,0.4375,83,6.598360655737705e-05
174080,547.4247976524213,5.9358930587768555,6,4096,0.05815232917666435,96.39482116699219,-5.9358930587768555,0.047979485243558884,0.390625,84,6.557377049180328e-05
176128,604.7166073231152,5.935705184936523,6,4096,0.0049744173884391785,115.37800598144531,-5.935705184936523,0.04846692830324173,0.34375,85,6.516393442622951e-05
178176,550.749025849287,5.935515403747559,6,4096,0.02636893466114998,89.36061096191406,-5.935515403747559,0.057684268802404404,0.40625,86,6.475409836065573e-05
180224,614.6613750448236,5.935303211212158,6,4096,0.06650441884994507,113.1497573852539,-5.935303211212158,0.04945473372936249,0.40625,87,6.434426229508197e-05
182272,622.1036771471349,5.935079574584961,6,4096,0.011027123779058456,107.05311584472656,-5.935079574584961,0.026798361912369728,0.34375,88,6.39344262295082e-05
184320,539.4710434842106,5.934856414794922,6,4096,0.034956879913806915,112.84689331054688,-5.934856414794922,0.031456053256988525,0.421875,89,6.352459016393443e-05
186368,564.9490025339366,5.934639930725098,6,4096,0.05505257472395897,92.91792297363281,-5.934639930725098,0.04748062044382095,0.390625,90,6.311475409836065e-05
188416,566.3857645155607,5.934412002563477,6,4096,0.030485760420560837,68.99190521240234,-5.934412002563477,0.06043696776032448,0.34375,91,6.270491803278689e-05
190464,659.7942794279959,5.934172630310059,6,4096,0.04347619414329529,71.51133728027344,-5.934172630310059,0.07796754688024521,0.515625,92,6.229508196721313e-05
192512,565.4851376422973,5.93394660949707,6,4096,0.000326450914144516,109.3958740234375,-5.93394660949707,0.0283946692943573,0.296875,93,6.188524590163935e-05
194560,588.2602958724951,5.93372106552124,6,4096,0.0754057765007019,105.6478271484375,-5.93372106552124,0.04787667095661163,0.359375,94,6.147540983606557e-05
196608,663.6376492274348,5.933496475219727,6,4096,0.0738321915268898,83.25355529785156,-5.933496475219727,0.08034656941890717,0.5,95,6.10655737704918e-05
198656,666.5141704649146,5.933263301849365,5,4096,0.06628958880901337,82.39595031738281,-5.933263301849365,0.05595773458480835,0.359375,96,6.0655737704918034e-05
200704,554.1507963470629,5.933017730712891,6,4096,0.03893463686108589,85.69564056396484,-5.933017730712891,0.06536512076854706,0.4375,97,6.024590163934427e-05
202752,644.2422120561442,5.932766914367676,6,4096,0.10434554517269135,72.26359558105469,-5.932766914367676,0.09591683000326157,0.421875,98,5.9836065573770495e-05
204800,625.3297485293896,5.932521820068359,6,4096,0.06635111570358276,101.55252838134766,-5.932521820068359,0.04778904467821121,0.421875,99,5.942622950819672e-05
206848,567.441488566651,5.932281017303467,6,4096,0.12829941511154175,84.80961608886719,-5.932281017303467,0.10308277606964111,0.5,100,5.9016393442622956e-05
208896,618.9442150982269,5.932039260864258,6,4096,0.005772117525339127,130.03826904296875,-5.932039260864258,0.045496292412281036,0.453125,101,5.8606557377049186e-05
210944,618.1604983586423,5.931804180145264,6,4096,0.0906335785984993,74.1948013305664,-5.931804180145264,0.06753510981798172,0.4375,102,5.819672131147541e-05
212992,535.5688472569633,5.931576728820801,6,4096,0.049006279557943344,117.19200134277344,-5.931576728820801,0.05077410116791725,0.46875,103,5.778688524590163e-05
215040,623.6059842364149,5.931358814239502,6,4096,0.13192307949066162,84.28089904785156,-5.931358814239502,0.09755349159240723,0.5,104,5.737704918032787e-05
217088,580.7001034082208,5.931134223937988,6,4096,0.08558175712823868,74.79742431640625,-5.931134223937988,0.061405979096889496,0.46875,105,5.69672131147541e-05
219136,609.9916972829759,5.930911064147949,6,4096,0.021962208673357964,58.03179931640625,-5.930911064147949,0.0778706893324852,0.515625,106,5.655737704918034e-05
221184,551.2465980554374,5.930682182312012,6,4096,0.0842021182179451,86.96525573730469,-5.930682182312012,0.06474991887807846,0.421875,107,5.614754098360656e-05
223232,579.7282863019948,5.930444717407227,6,4096,0.076616570353508,73.98563385009766,-5.930444717407227,0.10254085808992386,0.515625,108,5.5737704918032785e-05
225280,647.7730762155627,5.930201530456543,6,4096,0.1078520268201828,95.88838195800781,-5.930201530456543,0.059792689979076385,0.390625,109,5.532786885245902e-05
227328,605.4668971008853,5.929961204528809,6,4096,0.06460967659950256,112.5686264038086,-5.929961204528809,0.06396567821502686,0.40625,110,5.491803278688525e-05
229376,530.5632487722854,5.929722785949707,6,4096,0.060291871428489685,70.71397399902344,-5.929722785949707,0.06495989859104156,0.484375,111,5.4508196721311476e-05
231424,638.315488841957,5.929480075836182,6,4096,0.12488307058811188,82.61463928222656,-5.929480075836182,0.08061417937278748,0.46875,112,5.40983606557377e-05
233472,581.8709580123226,5.929235458374023,6,4096,0.14939242601394653,105.42852020263672,-5.929235458374023,0.09666551649570465,0.46875,113,5.3688524590163936e-05
235520,597.8277620222525,5.928985595703125,6,4096,0.06746269762516022,74.76332092285156,-5.928985595703125,0.07288270443677902,0.5,114,5.327868852459017e-05
237568,659.0599888245478,5.928733825683594,6,4096,0.04240021854639053,97.53782653808594,-5.928733825683594,0.09240254759788513,0.46875,115,5.28688524590164e-05
239616,593.1314093104346,5.928490161895752,6,4096,0.060432855039834976,127.22730255126953,-5.928490161895752,0.03341883793473244,0.375,116,5.245901639344263e-05
241664,617.1134241723316,5.928256034851074,6,4096,0.04371654614806175,92.67488861083984,-5.928256034851074,0.036891087889671326,0.453125,117,5.204918032786885e-05
243712,560.5872284005944,5.928030967712402,6,4096,0.0683332085609436,86.65306091308594,-5.928030967712402,0.07760022580623627,0.453125,118,5.163934426229509e-05
245760,625.5543391488787,5.927813529968262,6,4096,0.0288286954164505,125.14195251464844,-5.927813529968262,0.0578913688659668,0.421875,119,5.122950819672132e-05
247808,609.964064722767,5.927612781524658,6,4096,0.06452494114637375,111.60404205322266,-5.927612781524658,0.06393644213676453,0.359375,120,5.081967213114754e-05
249856,610.7495098877517,5.927412033081055,6,4096,0.07181669771671295,56.08995056152344,-5.927412033081055,0.07951128482818604,0.5,121,5.0409836065573765e-05
251904,573.9280308670344,5.927203178405762,6,4096,0.03576754778623581,54.185935974121094,-5.927203178405762,0.06387507915496826,0.484375,122,5e-05
253952,645.5738744939107,5.926994323730469,6,4096,0.05126233398914337,91.3061752319336,-5.926994323730469,0.046156927943229675,0.5,123,4.959016393442624e-05
256000,603.350204002597,5.926799774169922,6,4096,0.06028176099061966,91.3956298828125,-5.926799774169922,0.08087053149938583,0.546875,124,4.918032786885246e-05
258048,539.4783985102358,5.92661190032959,6,4096,0.0824148952960968,94.10616302490234,-5.92661190032959,0.0771966427564621,0.515625,125,4.877049180327869e-05
260096,629.9256546089076,5.926430702209473,6,4096,0.09504343569278717,82.7996597290039,-5.926430702209473,0.09268416464328766,0.515625,126,4.836065573770492e-05
262144,628.0392357234587,5.92624044418335,6,4096,0.12974855303764343,86.69873046875,-5.92624044418335,0.08537082374095917,0.484375,127,4.7950819672131154e-05
264192,535.8488932287386,5.926050662994385,6,4096,0.12200994789600372,124.6993179321289,-5.926050662994385,0.06533446162939072,0.421875,128,4.754098360655738e-05
266240,530.5212924463987,5.925853252410889,6,4096,0.08179251104593277,67.90501403808594,-5.925853252410889,0.11901097744703293,0.5,129,4.713114754098361e-05
268288,556.7553410885217,5.9256486892700195,6,4096,0.07573005557060242,67.54881286621094,-5.9256486892700195,0.09658218175172806,0.484375,130,4.672131147540983e-05
270336,517.0063157065904,5.925438404083252,6,4096,0.08433862030506134,83.35791778564453,-5.925438404083252,0.10572008788585663,0.5625,131,4.631147540983607e-05
272384,606.5077205791857,5.9252190589904785,6,4096,0.041467778384685516,79.47477722167969,-5.9252190589904785,0.08009451627731323,0.5625,132,4.590163934426229e-05
274432,541.0485323454752,5.9250078201293945,7,4096,0.07374395430088043,103.60137939453125,-5.9250078201293945,0.06741736829280853,0.515625,133,4.549180327868853e-05
276480,599.6847262299668,5.924796104431152,6,4096,0.01823045313358307,120.36027526855469,-5.924796104431152,0.06853850185871124,0.46875,134,4.508196721311475e-05
278528,566.4176604957414,5.924595355987549,6,4096,0.14133904874324799,92.39420318603516,-5.924595355987549,0.09678435325622559,0.46875,135,4.467213114754098e-05
280576,609.892016062663,5.924398422241211,6,4096,0.15363173186779022,74.62184143066406,-5.924398422241211,0.1477876752614975,0.515625,136,4.426229508196722e-05
282624,503.3528136497293,5.924191474914551,6,4096,0.07107793539762497,91.65493774414062,-5.924191474914551,0.09157019853591919,0.546875,137,4.3852459016393444e-05
284672,601.9646052745762,5.923981666564941,6,4096,0.060779016464948654,81.71842193603516,-5.923981666564941,0.08229853212833405,0.5625,138,4.344262295081968e-05
286720,604.9202396725146,5.923781394958496,6,4096,0.20619970560073853,90.12889099121094,-5.923781394958496,0.13703520596027374,0.4375,139,4.3032786885245904e-05
288768,589.374586169941,5.923582077026367,6,4096,0.0761462077498436,126.05400848388672,-5.923582077026367,0.12727892398834229,0.46875,140,4.2622950819672135e-05
290816,505.0060068439124,5.9233927726745605,6,4096,0.09221674501895905,103.38546752929688,-5.9233927726745605,0.10424268245697021,0.5625,141,4.221311475409836e-05
292864,533.635031774368,5.9232048988342285,6,4096,0.16149607300758362,118.90339660644531,-5.9232048988342285,0.12580513954162598,0.5625,142,4.1803278688524595e-05
294912,504.42515090718615,5.9230241775512695,6,4096,0.09105485677719116,108.66981506347656,-5.9230241775512695,0.13800963759422302,0.4375,143,4.139344262295082e-05
296960,608.0862366608233,5.922845840454102,6,4096,0.08972993493080139,95.59626007080078,-5.922845840454102,0.16283157467842102,0.625,144,4.098360655737705e-05
299008,592.1015920177907,5.92267370223999,6,4096,0.054598089307546616,73.24972534179688,-5.92267370223999,0.09025995433330536,0.53125,145,4.057377049180327e-05
301056,577.021026102982,5.922512531280518,6,4096,0.15182799100875854,102.26820373535156,-5.922512531280518,0.11413584649562836,0.453125,146,4.016393442622951e-05
303104,482.3499218691716,5.922343730926514,6,4096,0.08514566719532013,82.7464599609375,-5.922343730926514,0.1051236242055893,0.53125,147,3.975409836065575e-05
305152,563.972116485729,5.92218017578125,6,4096,0.0221102237701416,119.63223266601562,-5.92218017578125,0.0944516509771347,0.53125,148,3.934426229508197e-05
307200,551.0846620993722,5.9220170974731445,6,4096,0.09333942830562592,123.77041625976562,-5.9220170974731445,0.1166982501745224,0.578125,149,3.89344262295082e-05
309248,537.0181295518207,5.921856880187988,7,4096,0.27697503566741943,106.7076644897461,-5.921856880187988,0.2446138560771942,0.6875,150,3.8524590163934424e-05
311296,493.69913441397625,5.921693325042725,6,4096,0.06669706851243973,196.26620483398438,-5.921693325042725,0.10355685651302338,0.609375,151,3.811475409836066e-05
313344,545.5895236131705,5.921531677246094,6,4096,0.042252376675605774,171.3423309326172,-5.921531677246094,0.09353014081716537,0.578125,152,3.7704918032786885e-05
315392,567.136073076442,5.921378135681152,6,4096,0.37247076630592346,95.13714599609375,-5.921378135681152,0.2628985047340393,0.65625,153,3.729508196721312e-05
317440,516.1410417209399,5.921219825744629,6,4096,0.0693097710609436,66.84292602539062,-5.921219825744629,0.10208165645599365,0.578125,154,3.6885245901639346e-05
319488,605.3550483135309,5.921075820922852,6,4096,0.14012037217617035,92.18157196044922,-5.921075820922852,0.131729394197464,0.578125,155,3.6475409836065576e-05
321536,566.97911681681,5.920932292938232,6,4096,0.0796392485499382,74.86641693115234,-5.920932292938232,0.10221363604068756,0.5625,156,3.60655737704918e-05
323584,566.3109426501541,5.9207916259765625,6,4096,0.12768641114234924,100.69207763671875,-5.9207916259765625,0.11185881495475769,0.46875,157,3.5655737704918037e-05
325632,528.5525934226822,5.920657634735107,6,4096,0.12602457404136658,113.14044952392578,-5.920657634735107,0.11426632851362228,0.53125,158,3.524590163934426e-05
327680,529.0797776344978,5.920524597167969,6,4096,0.024020470678806305,75.4754638671875,-5.920524597167969,0.1171775534749031,0.6875,159,3.483606557377049e-05
329728,522.9633496429817,5.920391082763672,6,4096,0.22050154209136963,65.6587142944336,-5.920391082763672,0.24171289801597595,0.65625,160,3.442622950819673e-05
331776,609.4192189340498,5.9202494621276855,6,4096,0.14833518862724304,95.1478271484375,-5.9202494621276855,0.15771375596523285,0.640625,161,3.401639344262295e-05
333824,598.9832767406211,5.920113563537598,6,4096,0.19641856849193573,94.00228881835938,-5.920113563537598,0.3061506152153015,0.625,162,3.360655737704919e-05
335872,574.1588730477525,5.919971942901611,6,4096,0.21540147066116333,85.26141357421875,-5.919971942901611,0.17969882488250732,0.5625,163,3.319672131147541e-05
337920,595.6407927683656,5.919827938079834,6,4096,0.41788777709007263,95.33219909667969,-5.919827938079834,0.21477340161800385,0.6875,164,3.278688524590164e-05
339968,629.3710864960614,5.919669151306152,6,4096,0.09880971908569336,63.96479797363281,-5.919669151306152,0.1562361866235733,0.765625,165,3.2377049180327866e-05
342016,602.0136691507743,5.919510841369629,6,4096,0.13182544708251953,88.2892837524414,-5.919510841369629,0.17116916179656982,0.625,166,3.19672131147541e-05
344064,547.6421751513756,5.919354438781738,7,4096,0.2596714198589325,91.01284790039062,-5.919354438781738,0.2086191624403,0.671875,167,3.1557377049180326e-05
346112,603.7427120827709,5.919201374053955,6,4096,0.042367883026599884,64.42639923095703,-5.919201374053955,0.12126554548740387,0.578125,168,3.114754098360656e-05
348160,590.8056487047692,5.919057846069336,6,4096,0.16245371103286743,101.94412231445312,-5.919057846069336,0.11928165704011917,0.546875,169,3.073770491803279e-05
350208,543.9013668103756,5.918923854827881,6,4096,0.30543053150177,65.4631576538086,-5.918923854827881,0.2098855823278427,0.609375,170,3.0327868852459017e-05
352256,540.2977640710709,5.918801307678223,7,4096,0.154462069272995,84.77154541015625,-5.918801307678223,0.1814265251159668,0.625,171,2.9918032786885254e-05
354304,550.2745256127647,5.918684482574463,6,4096,0.17785771191120148,143.05581665039062,-5.918684482574463,0.14434674382209778,0.5625,172,2.9508196721311478e-05
356352,588.6322088055516,5.918566703796387,6,4096,0.016452878713607788,88.98715209960938,-5.918566703796387,0.09004569798707962,0.5,173,2.909836065573771e-05
358400,586.7315176992353,5.91845703125,6,4096,0.12186134606599808,86.50630187988281,-5.91845703125,0.1729401797056198,0.5625,174,2.8688524590163935e-05
360448,588.5584007628303,5.918349266052246,6,4096,0.5853644609451294,99.02018737792969,-5.918349266052246,0.36297622323036194,0.625,175,2.827868852459017e-05
362496,579.8741730492238,5.918242454528809,6,4096,0.19357489049434662,100.62167358398438,-5.918242454528809,0.28168293833732605,0.625,176,2.7868852459016392e-05
364544,609.8091117415937,5.918132781982422,6,4096,0.5318118929862976,111.25094604492188,-5.918132781982422,0.3225249648094177,0.59375,177,2.7459016393442626e-05
