global_step,mean_reward,mean_entropy,episode_count,total_steps,policy_loss,value_loss,entropy_loss,approx_kl,clip_fraction,rollout,lr
366592,612.7480472404931,5.918027877807617,6,4096,0.14673280715942383,99.70166015625,-5.918027877807617,0.18220800161361694,0.6875,178,2.704918032786885e-05
368640,588.2046296355169,5.917923927307129,6,4096,0.16918115317821503,85.6755599975586,-5.917923927307129,0.18899333477020264,0.59375,179,2.6639344262295087e-05
370688,571.5821651292778,5.917818069458008,6,4096,0.05337967723608017,80.2996826171875,-5.917818069458008,0.12719810009002686,0.515625,180,2.622950819672131e-05
372736,493.20203302381924,5.9177141189575195,7,4096,0.0871470645070076,58.98645782470703,-5.9177141189575195,0.10658152401447296,0.5625,181,2.5819672131147544e-05
374784,530.7209324717128,5.917611122131348,7,4096,0.0461275652050972,50.08869934082031,-5.917611122131348,0.1731041967868805,0.578125,182,2.5409836065573767e-05
376832,556.4198241647554,5.917515754699707,7,4096,0.1965816617012024,83.96742248535156,-5.917515754699707,0.17756330966949463,0.640625,183,2.5e-05
378880,587.7502831309963,5.917423725128174,6,4096,0.09787385910749435,73.02069091796875,-5.917423725128174,0.19072498381137848,0.671875,184,2.4590163934426235e-05
380928,504.3439605030456,5.91733455657959,7,4096,0.1732458770275116,88.95257568359375,-5.91733455657959,0.18436536192893982,0.59375,185,2.418032786885246e-05
382976,593.3344194734817,5.917243957519531,6,4096,0.020534105598926544,64.33129119873047,-5.917243957519531,0.1640383005142212,0.578125,186,2.3770491803278692e-05
385024,517.454654079764,5.917160511016846,6,4096,0.3185560703277588,86.10722351074219,-5.917160511016846,0.42277392745018005,0.6875,187,2.3360655737704916e-05
387072,638.2548915970954,5.9170732498168945,6,4096,0.13832935690879822,73.34178924560547,-5.9170732498168945,0.202127605676651,0.6875,188,2.2950819672131153e-05
389120,620.4560773299614,5.916987419128418,6,4096,0.23323240876197815,81.5230712890625,-5.916987419128418,0.23612834513187408,0.625,189,2.2540983606557376e-05
391168,580.5854117355844,5.916903972625732,6,4096,0.2779909372329712,76.61853790283203,-5.916903972625732,0.22443616390228271,0.53125,190,2.213114754098361e-05
393216,584.8028341528465,5.916816234588623,6,4096,0.08547650277614594,80.248046875,-5.916816234588623,0.18442979454994202,0.625,191,2.1721311475409834e-05
395264,559.2760430313891,5.916730880737305,6,4096,0.07348081469535828,77.52020263671875,-5.916730880737305,0.21832838654518127,0.625,192,2.1311475409836067e-05
397312,565.080367792178,5.916647434234619,6,4096,0.14389969408512115,98.39508819580078,-5.916647434234619,0.13598580658435822,0.578125,193,2.090163934426229e-05
399360,515.9826257454914,5.916563987731934,7,4096,0.10790008306503296,116.2575912475586,-5.916563987731934,0.28082793951034546,0.75,194,2.0491803278688525e-05
401408,565.6519494047872,5.916487693786621,6,4096,0.20346951484680176,125.12310028076172,-5.916487693786621,0.09543227404356003,0.578125,195,2.0081967213114748e-05
403456,566.6122663438912,5.916414260864258,7,4096,0.05967556685209274,101.3951187133789,-5.916414260864258,0.09588868170976639,0.578125,196,1.9672131147540985e-05
405504,593.7253762930003,5.916345119476318,6,4096,0.30433547496795654,45.0184326171875,-5.916345119476318,0.16138187050819397,0.71875,197,1.926229508196722e-05
407552,517.227040756631,5.9162702560424805,7,4096,0.12540358304977417,60.0586051940918,-5.9162702560424805,0.1996048092842102,0.71875,198,1.8852459016393442e-05
409600,471.44222904601327,5.916198253631592,7,4096,0.2345554083585739,62.54021453857422,-5.916198253631592,0.23123368620872498,0.59375,199,1.8442622950819676e-05
411648,562.7710640350177,5.9161248207092285,7,4096,0.1445159614086151,79.47500610351562,-5.9161248207092285,0.19988489151000977,0.6875,200,1.80327868852459e-05
413696,524.6624145072225,5.916049480438232,6,4096,0.07672110944986343,112.67770385742188,-5.916049480438232,0.1109711304306984,0.625,201,1.7622950819672133e-05
415744,529.4904435088102,5.91597843170166,7,4096,0.14629602432250977,93.10414123535156,-5.91597843170166,0.1818239539861679,0.6875,202,1.7213114754098357e-05
417792,564.4054733681735,5.915910720825195,7,4096,0.26147472858428955,83.2605972290039,-5.915910720825195,0.26755446195602417,0.671875,203,1.6803278688524594e-05
419840,569.3358540469836,5.915842056274414,6,4096,0.31180286407470703,63.44504928588867,-5.915842056274414,0.3154289722442627,0.734375,204,1.6393442622950818e-05
421888,506.8488152563396,5.915772438049316,7,4096,0.39683377742767334,99.85590362548828,-5.915772438049316,0.45099613070487976,0.71875,205,1.598360655737705e-05
423936,553.0132579736186,5.915705680847168,7,4096,0.1724720597267151,83.06254577636719,-5.915705680847168,0.23886489868164062,0.625,206,1.5573770491803275e-05
425984,543.5690556200655,5.915640354156494,7,4096,0.04023497551679611,70.14942932128906,-5.915640354156494,0.18274496495723724,0.671875,207,1.5163934426229509e-05
428032,522.2499955015836,5.915581703186035,7,4096,0.20909273624420166,74.0308837890625,-5.915581703186035,0.2714696228504181,0.71875,208,1.4754098360655744e-05
430080,507.9769979118487,5.915520191192627,7,4096,0.1612173318862915,61.47356414794922,-5.915520191192627,0.20217284560203552,0.75,209,1.4344262295081968e-05
432128,517.2131921450185,5.915459156036377,6,4096,0.22203470766544342,109.13776397705078,-5.915459156036377,0.18518772721290588,0.625,210,1.3934426229508201e-05
434176,602.3666405460326,5.915400505065918,6,4096,0.051893413066864014,106.79100036621094,-5.915400505065918,0.11830010265111923,0.640625,211,1.3524590163934425e-05
436224,532.2828676231512,5.915345191955566,6,4096,0.3492058515548706,47.253173828125,-5.915345191955566,0.4006199836730957,0.6875,212,1.311475409836066e-05
438272,505.4088199984605,5.915292739868164,7,4096,0.26870232820510864,91.1409912109375,-5.915292739868164,0.18946483731269836,0.609375,213,1.2704918032786884e-05
440320,590.3331919108731,5.9152421951293945,6,4096,0.08992449939250946,78.8659439086914,-5.9152421951293945,0.16274136304855347,0.625,214,1.2295081967213117e-05
442368,571.3953986069445,5.915194511413574,6,4096,0.17404301464557648,45.68346405029297,-5.915194511413574,0.17618656158447266,0.703125,215,1.1885245901639341e-05
444416,576.7210972843757,5.915150165557861,7,4096,0.05273796617984772,80.88623046875,-5.915150165557861,0.13195499777793884,0.703125,216,1.1475409836065576e-05
446464,535.5778505815694,5.915109157562256,6,4096,0.1717897653579712,65.41990661621094,-5.915109157562256,0.2336181402206421,0.734375,217,1.10655737704918e-05
448512,561.4412603809445,5.915067672729492,6,4096,0.08614713698625565,73.35694885253906,-5.915067672729492,0.16443628072738647,0.625,218,1.0655737704918034e-05
450560,567.5860733726764,5.915027618408203,6,4096,0.6125957369804382,93.42929077148438,-5.915027618408203,0.31392422318458557,0.671875,219,1.0245901639344257e-05
452608,556.5090414299215,5.914992809295654,6,4096,1.199548363685608,73.74739074707031,-5.914992809295654,0.508551299571991,0.640625,220,9.836065573770493e-06
454656,536.7882184967217,5.9149580001831055,6,4096,0.12101257592439651,65.7711181640625,-5.9149580001831055,0.2468682825565338,0.734375,221,9.426229508196726e-06
456704,537.9950251338208,5.914925575256348,7,4096,0.2862410545349121,74.958984375,-5.914925575256348,0.23985831439495087,0.671875,222,9.01639344262295e-06
458752,506.50668389955064,5.914891242980957,7,4096,0.5479701161384583,105.12156677246094,-5.914891242980957,0.6733635663986206,0.65625,223,8.606557377049185e-06
460800,541.5920652260239,5.914857864379883,6,4096,0.6689631938934326,58.10296630859375,-5.914857864379883,0.43739378452301025,0.75,224,8.196721311475409e-06
462848,546.5789027409069,5.914825439453125,6,4096,0.297285795211792,92.17960357666016,-5.914825439453125,0.36234205961227417,0.765625,225,7.786885245901643e-06
464896,544.0484999107653,5.914794445037842,7,4096,0.09941620379686356,104.58245849609375,-5.914794445037842,0.20832960307598114,0.6875,226,7.377049180327866e-06
466944,581.5063629147829,5.914765357971191,7,4096,0.01900416985154152,74.92216491699219,-5.914765357971191,0.17526273429393768,0.609375,227,6.967213114754101e-06
468992,552.0077950132,5.914739608764648,6,4096,0.1247209906578064,77.56509399414062,-5.914739608764648,0.5139678120613098,0.703125,228,6.557377049180324e-06
471040,564.744764534593,5.914716720581055,6,4096,0.132380411028862,58.8544921875,-5.914716720581055,0.3418269157409668,0.671875,229,6.147540983606559e-06
473088,533.445305517845,5.914693832397461,7,4096,0.2981330156326294,94.08968353271484,-5.914693832397461,0.2537481486797333,0.671875,230,5.737704918032782e-06
475136,456.8726657556483,5.914671421051025,6,4096,0.20534086227416992,64.6397705078125,-5.914671421051025,0.2572370171546936,0.640625,231,5.327868852459017e-06
477184,526.2016403935496,5.914649963378906,7,4096,0.2600433826446533,99.24457550048828,-5.914649963378906,0.44316092133522034,0.75,232,4.918032786885251e-06
479232,535.583401928194,5.914630889892578,7,4096,0.28610682487487793,98.44207763671875,-5.914630889892578,0.3632959723472595,0.75,233,4.508196721311475e-06
481280,522.742077683519,5.914613723754883,6,4096,0.15929700434207916,86.50408172607422,-5.914613723754883,0.3055410385131836,0.6875,234,4.0983606557377095e-06
483328,492.9191033443459,5.914597034454346,7,4096,0.33807799220085144,61.390968322753906,-5.914597034454346,0.4600318670272827,0.78125,235,3.688524590163933e-06
485376,549.3240992208733,5.914582252502441,7,4096,0.19222968816757202,62.12676239013672,-5.914582252502441,0.19929589331150055,0.625,236,3.2786885245901676e-06
487424,590.1665108890396,5.914567947387695,6,4096,0.13458137214183807,83.94358825683594,-5.914567947387695,0.16518977284431458,0.703125,237,2.868852459016391e-06
489472,523.8553865313999,5.914556503295898,7,4096,0.37815654277801514,112.36485290527344,-5.914556503295898,0.27772560715675354,0.640625,238,2.4590163934426257e-06
491520,525.2927765921693,5.914546966552734,7,4096,0.3877077102661133,63.87096405029297,-5.914546966552734,0.4206751585006714,0.75,239,2.0491803278688492e-06
493568,631.7778520714896,5.914538383483887,6,4096,0.1076248437166214,62.470672607421875,-5.914538383483887,0.2670033574104309,0.75,240,1.6393442622950838e-06
495616,603.9941173181488,5.914531707763672,6,4096,0.24004410207271576,71.94514465332031,-5.914531707763672,0.28483062982559204,0.8125,241,1.2295081967213073e-06
497664,580.5875941646719,5.91452693939209,7,4096,0.1372327208518982,83.75038146972656,-5.91452693939209,0.1583947092294693,0.5625,242,8.196721311475419e-07
499712,531.5818981847467,5.914524078369141,7,4096,0.2645297646522522,94.99948120117188,-5.914524078369141,0.28832268714904785,0.734375,243,4.098360655737654e-07
